一对夫妇在海滩上和一个小男孩玩耍。	一对夫妇正在外面和一个小孩玩耍。	1
一只狗把一张红色的光盘扔在海滩上。	一只狗在沙滩上接住球	0
两名成年人，一名穿白色的女性，带着阴影，一件男性的灰色衣服，穿过一条街，远离一家餐厅，餐厅的前景是一个深红衬衫的人形象模糊。	两个成年人在水中游泳	0
一小群去教堂的人观看唱诗班的练习.	一群人观看练习。	1
孩子们微笑着向镜头挥手	有孩子在场	1
两个金发女人互相拥抱。	女人在睡觉。	0
两名成年人，一名穿白色的女性，带着阴影，一件男性的灰色衣服，穿过一条街，远离一家餐厅，餐厅的前景是一个深红衬衫的人形象模糊。	成人既有男性也有女性。	1
两个金发女人互相拥抱。	有些女人表现出爱意。	1
一对夫妇和他们的小儿子在潮流中嬉戏。	这家人正在度假。	0
两名成年人，一名穿白色的女性，带着阴影，一件男性的灰色衣服，穿过一条街，远离一家餐厅，餐厅的前景是一个深红衬衫的人形象模糊。	两个人在吃完美味的牛排晚餐后步行回家。	0
一小群去教堂的人观看唱诗班的练习.	牧师和长老们看着唱诗班，以确保他们是好的。	0
一个穿白衣服吃东西的女人，走在一个拿着公文包的男人旁边。	一对已婚夫妇正在睡觉。	0
一个女人正走在街对面吃香蕉，而一个男人正紧跟在他的公文包后面。	这女人是个诱惑力	0
前景是白色的女人，后面是一个稍微落后的男人，背景是约翰的比萨和陀螺仪的标志。	那个女人穿着黑色衣服。	0
两名成年人，一名穿白色的女性，带着阴影，一件男性的灰色衣服，穿过一条街，远离一家餐厅，餐厅的前景是一个深红衬衫的人形象模糊。	两个成年人走过马路。	1
两名成年人，一名穿白色的女性，带着阴影，一件男性的灰色衣服，穿过一条街，远离一家餐厅，餐厅的前景是一个深红衬衫的人形象模糊。	人民是有血缘关系的。	0
一个女人正走在街对面吃香蕉，而一个男人正紧跟在他的公文包后面。	一位女演员和她最喜欢的助手在城里散步。	0
前景是白色的女人，后面是一个稍微落后的男人，背景是约翰的比萨和陀螺仪的标志。	他们在为约翰的必胜客工作。	0
前景是白色的女人，后面是一个稍微落后的男人，背景是约翰的比萨和陀螺仪的标志。	一个男人和一个矮人在约翰比萨和陀螺仪一起吃饭。	0
两名成年人，一名穿白色的女性，带着阴影，一件男性的灰色衣服，穿过一条街，远离一家餐厅，餐厅的前景是一个深红衬衫的人形象模糊。	两个朋友穿过一条街。	0
一位老人正在一家咖啡馆喝橙汁。	一位老人正在咖啡馆里喝饮料。	1
孩子们微笑着向镜头挥手	孩子们皱着眉头	0
一个男孩在红桥中央的滑板上跳跃。	这个男孩玩滑板技巧。	1
一只狗把一张红色的光盘扔在海滩上。	一只狗掉了一个红色的圆盘	1
孩子们放学回家。	学校的孩子们回家了。	1
高级时装女士们在城市里一群人旁边的电车外等着。	女人们在电车旁等着。	1
一个男孩在红桥中央的滑板上跳跃。	男孩滑下人行道。	0
前景是白色的女人，后面是一个稍微落后的男人，背景是约翰的比萨和陀螺仪的标志。	一个穿白色衣服的女人。	1
两个女人，拿着带食物的容器，抱着。	两个女人互相拥抱。	1
一对夫妇走过一个白砖镇。	一男一女在一个棕色砖头城市里散步。	0
一位老人正在一家咖啡馆喝橙汁。	一位老绅士正在一家新咖啡馆里享用橙汁。	0
一对夫妇在海滩上和一个小男孩玩耍。	一对夫妇在海滩上看一个小女孩独自玩耍。	0
前景是白色的女人，后面是一个稍微落后的男人，背景是约翰的比萨和陀螺仪的标志。	当他怀里抱着约翰的比萨和陀螺仪时，他正坐着。	0
男人、女人和孩子在海滩上玩得很开心。	一个三口之家在海滩上。	1
一对手牵着手走在街上。	有人坐在路边。	0
一男一女在一家比萨饼和陀螺仪餐厅前穿过街道。	这对夫妇一起穿过街道。	0
一位年纪较大的男子拿着橙汁坐在一家咖啡店的一张小桌子上，而身穿鲜艳衬衫的员工则在后台微笑。	一位老人坐在一家小商店里。	0
一男一女在山顶的一条街上散步。	一男一女走在街上。	1
一对夫妇和他们的小儿子在潮流中嬉戏。	全家人正坐下来吃晚饭。	0
一位老人正在一家咖啡馆喝橙汁。	一位老人正在酒吧喝苹果汁。	0
一对夫妇走过一个白砖镇。	一男一女走过一座大城市。	0
两个金发女人互相拥抱。	有些女人在度假时拥抱。	0
两名成年人，一名穿白色的女性，带着阴影，一件男性的灰色衣服，穿过一条街，远离一家餐厅，餐厅的前景是一个深红衬衫的人形象模糊。	两个成年人走过一条街。	1
一对手牵着手走在街上。	两个人在街上散步时牵着手。	0
在下午的比赛中，一支小联盟队试图抓住一名跑者滑进一个垒。	一支队伍正试图给一名赛跑运动员贴上标签。	1
一个女人正走在街对面吃香蕉，而一个男人正紧跟在他的公文包后面。	两个同事在街上横穿马路	0
一位年纪较大的男子拿着橙汁坐在一家咖啡店的一张小桌子上，而身穿鲜艳衬衫的员工则在后台微笑。	一个年长的男人一边等着女儿下班，一边喝果汁。	0
等着上火车或刚下车的人。	在火车上等着的人正坐着。	0
前景是白色的女人，后面是一个稍微落后的男人，背景是约翰的比萨和陀螺仪的标志。	他们带着路标走着。	1
前景是白色的女人，后面是一个稍微落后的男人，背景是约翰的比萨和陀螺仪的标志。	一个叫披萨的女人。	0
一男一女在山顶的一条街上散步。	一对已婚夫妇在山上散步。	0
两名成年人，一名穿白色的女性，带着阴影，一件男性的灰色衣服，穿过一条街，远离一家餐厅，餐厅的前景是一个深红衬衫的人形象模糊。	两名成年人穿过一条马路，靠近身穿红色衣服的被定罪囚犯。	0
男人、女人和孩子在海滩上玩得很开心。	一个三口之家在购物中心购物。	0
一个女人正走在街对面吃香蕉，而一个男人正紧跟在他的公文包后面。	一个女人坐着吃午饭	0
一对手牵着手走在街上。	人们牵着手走着。	1
一个女人正走在街对面吃香蕉，而一个男人正紧跟在他的公文包后面。	吃东西的人。	1
一个男孩在红桥中央的滑板上跳跃。	那男孩穿着安全设备。	0
一位年纪较大的男子拿着橙汁坐在一家咖啡店的一张小桌子上，而身穿鲜艳衬衫的员工则在后台微笑。	一个男孩翻汉堡。	0
孩子们放学回家。	孩子们在图书馆。	0
在下午的比赛中，一支小联盟队试图抓住一名跑者滑进一个垒。	一支球队正在土星上打棒球。	0
两个女人，拿着带食物的容器，抱着。	这两姐妹在拥挤的餐厅相见，并互相拥抱，两个人都抱着他们的狗包。	0
一男一女在山顶的一条街上散步。	两个人在山上玩接球。	0
一只狗把一张红色的光盘扔在海滩上。	狗和男孩一起掉盘	0
一位年长的男子正在一家餐馆喝橙汁。	一个男人在喝果汁。	1
一位年长的男子正在一家餐馆喝橙汁。	两个女人在一家餐馆喝酒。	0
一个金发的男人，穿着一件棕色的衬衫，在公共饮水机里喝着水。	一个穿着棕色衬衫的金发男人正在公园的长凳上看书。	0
一对夫妇走过一个白砖镇。	人们在户外散步。	1
在天主教堂里听唱诗班的人。	合唱团集体歌唱。	1
两名成年人，一名穿白色的女性，带着阴影，一件男性的灰色衣服，穿过一条街，远离一家餐厅，餐厅的前景是一个深红衬衫的人形象模糊。	两个成年人跑到街对面，躲避一个追着他们的红衫军。	0
孩子们放学回家。	孩子们在下午散步。	0
学校正在举办一个特别的活动，以展示美国文化如何在聚会中处理其他文化。	一所学校正在举办一个活动。	1
孩子们微笑着向镜头挥手	他们在对他们的父母微笑	0
一个女人正走在街对面吃香蕉，而一个男人正紧跟在他的公文包后面。	那个女人正在咖啡馆喝咖啡。	0
骑自行车的人在十字路口等着。	骑自行车的人在外面。	1
一个女人正走在街对面吃香蕉，而一个男人正紧跟在他的公文包后面。	女人和男人在一起打棒球。	0
几个人在餐馆里，其中一个是喝橙汁。	人们坐在学校的课桌旁。	0
骑自行车的人在十字路口等着。	一群骑自行车的人留在十字路口的人行道上。	0
人们骑着自行车在红灯前等着。	骑自行车的人。	1
等着上火车或刚下车的人。	有人在等火车。	1
一对夫妇在海滩上和一个小男孩玩耍。	一对夫妇正在海滩上和一个小孩玩飞盘。	0
两名成年人，一名穿白色的女性，带着阴影，一件男性的灰色衣服，穿过一条街，远离一家餐厅，餐厅的前景是一个深红衬衫的人形象模糊。	两个成年人走过一条路	1
人们骑着自行车在红灯前等着。	自行车旁边有车辆。	0
骑自行车的人在十字路口等着。	骑自行车的人正骑马去书店。	0
一个女人正走在街对面吃香蕉，而一个男人正紧跟在他的公文包后面。	那个女人在外面	1
特写图片狗游泳。	狗在水中游泳。	1
一名穿黄色制服的滑雪者正在横穿栏杆的物体上表演魔术。	有人在做冬季运动。	1
骑自行车的人在十字路口等着。	一个骑自行车的人正坐在购物中心吃午饭。	0
一个戴着灰色帽子，拿着干草叉的黑色男人，指挥着一辆马车.	那个戴着灰色帽子和干草叉的人在指挥马车。	1
前景是白色的女人，后面是一个稍微落后的男人，背景是约翰的比萨和陀螺仪的标志。	一男一女走在拥挤的城市街道上。	0
人们骑着自行车在红灯前等着。	人们正在闯红灯。	0
人们骑着自行车在红灯前等着。	外面有些人。	1
人们骑着自行车在红灯前等着。	骑着摩托车的男人和女人，戴着头盔和防护服。	0
骑自行车的人在十字路口等着。	自行车在路上。	1
一个女人正走在街对面吃香蕉，而一个男人正紧跟在他的公文包后面。	那个女人在吃香蕉。	1
一只棕色的大狗游向照相机。	一位摄影师正在给一只狗拍照。	0
一个穿白衣服吃东西的女人，走在一个拿着公文包的男人旁边。	女人在男人旁边。	1
骑自行车的人在十字路口等着。	骑自行车的人等着过河。	1
人们骑着自行车在红灯前等着。	人们骑着自行车。	1
在十字路口等自行车的人。	人们在骑自行车。	1
骑自行车的人在十字路口等着。	骑自行车的人等着车经过。	0
一个女人正走在街对面吃香蕉，而一个男人正紧跟在他的公文包后面。	饥饿的人。	0
学校正在举办一个特别的活动，以展示美国文化如何在聚会中处理其他文化。	一所高中正在举办一个活动。	0
人们骑着自行车在红灯前等着。	一只瓢虫落在一朵美丽的粉红色玫瑰上。	0
一个金发男人在公共喷泉里喝酒。	那个人在喝咖啡。	0
骑自行车的人在十字路口等着。	在绿灯亮的时候，骑自行车的人在等着。	0
一个金发的男人，穿着一件棕色的衬衫，在公共饮水机里喝着水。	一个金发男人从公园的喷泉里喝了一杯水。	0
在天主教堂里听唱诗班的人。	人们在听金属乐队。	0
一个金发男人在公共喷泉里喝酒。	那人在喝水。	1
湿棕色的狗游向照相机。	狗在床上睡觉。	0
滑雪者沿着金属栏杆滑行。	一名滑雪者正靠近栏杆往下看。	0
两名成年人，一名穿白色的女性，带着阴影，一件男性的灰色衣服，穿过一条街，远离一家餐厅，餐厅的前景是一个深红衬衫的人形象模糊。	两个人骑自行车进入隧道。	0
一名穿黄色制服的滑雪者正在横穿栏杆的物体上表演魔术。	滑雪者正在比赛。	0
一只棕色的大狗游向照相机。	一只狗在追一根棍子。	0
骑自行车的人在十字路口等着。	骑自行车的人沿着高速公路骑。	0
在用金属条做成的坡道边缘穿电动绿色的滑雪者。	滑雪者在斜坡的边缘。	0
两名成年人，一名穿白色的女性，带着阴影，一件男性的灰色衣服，穿过一条街，远离一家餐厅，餐厅的前景是一个深红衬衫的人形象模糊。	两个人从街对面的一家餐馆走出来。	1
一男一女在一家比萨饼和陀螺仪餐厅前穿过街道。	人们站在路边一动不动。	0
人们骑着自行车在红灯前等着。	有人骑自行车在灯光下	0
一个金发男人在公共喷泉里喝酒。	这个人很渴。	0
一个女人正走在街对面吃香蕉，而一个男人正紧跟在他的公文包后面。	没人有食物。	0
前景是白色的女人，后面是一个稍微落后的男人，背景是约翰的比萨和陀螺仪的标志。	奥运游泳。	0
人们骑着自行车在红灯前等着。	人们骑着自行车。	1
这只毛茸茸的棕色狗正在海里游泳。	一只狗在游泳。	1
骑自行车的人在十字路口等着。	骑自行车的人在家。	0
骑着马的人跳过一架坏了的飞机。	一个人正在训练他的马参加比赛。	0
滑雪者沿着金属栏杆滑行。	一个滑雪者在栏杆附近。	1
夜间在栏杆上滑雪的人。	跳过的人	1
夜间在栏杆上滑雪的人。	他们是优秀的滑雪运动员。	0
一位年长的男子正在一家餐馆喝橙汁。	餐馆里有个人在等他的饭来。	0
一个戴着灰色帽子，拿着干草叉的黑色男人，指挥着一辆马车.	那个戴着灰色帽子的农民正在开一辆马车.	0
骑自行车的人在十字路口等着。	骑自行车的人在赛跑。	0
一名穿黄色制服的滑雪者正在横穿栏杆的物体上表演魔术。	一个滑雪者骑着滑雪板。	0
人们骑着自行车在红灯前等着。	人们在里面等着。	0
人们骑着自行车在红灯前等着。	参加赛车比赛的人。	0
湿棕色的狗游向照相机。	一只狗正在池塘里嬉戏。	0
一只棕色的大狗游向照相机。	一只狗游向摄像机。	1
这只毛茸茸的棕色狗正在海里游泳。	一条狗在追逐一条鱼。	0
一个戴着灰色帽子，拿着干草叉的黑色男人，指挥着一辆马车.	穿蓝色连衣裙的女人正把一匹马拴在马车上。	0
人们骑着自行车在红灯前等着。	外面街角的男人和女人。	1
骑自行车的人在十字路口等着。	骑自行车的人骑自行车穿过购物中心。	0
特写图片狗游泳。	水下照相机拍了一只小狗的照片。	0
一个女人正走在街对面吃香蕉，而一个男人正紧跟在他的公文包后面。	一个女人走在人行道上吃冰淇淋，还有一个女人拿着钱包在她面前。	0
前景是白色的女人，后面是一个稍微落后的男人，背景是约翰的比萨和陀螺仪的标志。	那个女人穿着白色的衣服。	1
骑自行车的人在十字路口等着。	骑自行车的人都死了。	0
这只毛茸茸的棕色狗正在海里游泳。	一只狗在院子里跑来跑去。	0
在十字路口等自行车的人。	人们都在滑板上。	0
滑雪者沿着金属栏杆滑行。	滑雪者远离栏杆。	0
人们骑着自行车在红灯前等着。	骑自行车穿过这座城市的人。	0
特写图片狗游泳。	猫不情愿地洗澡。	0
两名成年人，一名穿白色的女性，带着阴影，一件男性的灰色衣服，穿过一条街，远离一家餐厅，餐厅的前景是一个深红衬衫的人形象模糊。	两个成年人穿过街道，避开一个追着他们的红衫军。	0
一个穿着绿色夹克，头上戴着兜帽的女人正朝山谷望去。	这女人很冷。	0
夜间在栏杆上滑雪的人。	那女人吃了一辆车	0
骑自行车的人在十字路口等着。	骑自行车的人在十字路口停下来等车辆。	1
在用金属条做成的坡道边缘穿电动绿色的滑雪者。	慢跑者跑过街道。	0
人们骑着自行车在红灯前等着。	人们骑着自行车去健身房。	0
在天主教堂里听唱诗班的人。	人们都在为第一次的圣餐做准备。	0
湿棕色的狗游向照相机。	一只狗在水里。	1
在用金属条做成的坡道边缘穿电动绿色的滑雪者。	衣着光鲜的滑雪者滑下了跑道。	1
骑自行车的人在十字路口等着。	骑自行车的人在街道附近。	1
人们骑着自行车在红灯前等着。	一群朋友在船上	0
在十字路口等自行车的人。	有些骑自行车的人在一个路口被拦住了。	0
在十字路口等自行车的人。	人们骑着山地车。	0
在十字路口等自行车的人。	人们等待交通。	1
在十字路口等自行车的人。	有骑自行车的人停在一条路上。	1
在十字路口等自行车的人。	人们在睡觉。	0
在十字路口等自行车的人。	骑自行车的人喜欢聊天，等待交通。	0
在十字路口等自行车的人。	人们正试图去街对面的便利店。	0
一个穿着红色衬衫的男人正在看着另一个站在一辆装在上面的手推车上的人。	一个农产品销售商受到卫生部门工作人员的监视。	0
在十字路口等自行车的人。	骑自行车的人不止一人遵守交通法规。	1
在十字路口等自行车的人。	人们正在步行等候。	0
在十字路口等自行车的人。	有人骑自行车。	1
在十字路口等自行车的人。	人们在等待电影的开始。	0
一个穿着红色衬衫的男人正在看着另一个站在一辆装在上面的手推车上的人。	车是空的。	0
在十字路口等自行车的人。	骑自行车的人在十字路口高速行驶。	0
一个穿着红色衬衫的男人正在看着另一个站在一辆装在上面的手推车上的人。	一个人站在马车上。	1
在十字路口等自行车的人。	现在正在进行自行车比赛。	0
一个穿着红色衬衫的男人正在看着另一个站在一辆装在上面的手推车上的人。	一个人看着另一个人。	1
一个穿着红色衬衫的男人正在看着另一个站在一辆装在上面的手推车上的人。	车里装满了煤。	0
一个穿着红色衬衫的男人正在看着另一个站在一辆装在上面的手推车上的人。	推车满到了顶部。	1
一个穿着红色衬衫的男人正在看着另一个站在一辆装在上面的手推车上的人。	那个男人在看一个女人。	0
一个穿着红色衬衫的男人正在看着另一个站在一辆装在上面的手推车上的人。	一个人睡在长凳下。	0
一个穿着红色衬衫的男人正在看着另一个站在一辆装在上面的手推车上的人。	一个人站在装满食品杂货的购物车上。	0
一个穿着红色衬衫的男人正在看着另一个站在一辆装在上面的手推车上的人。	一位商人和他的助手正试图确定他们的购物车里有多少产品。	0
一个穿着红色衬衫的男人正在看着另一个站在一辆装在上面的手推车上的人。	一个人吃章鱼。	0
一个男孩正从一个像女人一样的喷泉里喝水。	一个男人在喝杯子里的柠檬水。	0
一个穿着红色衬衫的男人正在看着另一个站在一辆装在上面的手推车上的人。	手推车里装满了物品。	1
一个男孩正从一个像女人一样的喷泉里喝水。	一只雄性正在喝一杯水。	1
一个穿着红色衬衫的男人正在看着另一个站在一辆装在上面的手推车上的人。	有人坐在装满物品的购物车上，而另一些人则在观察。	1
一个穿着红色衬衫的男人正在看着另一个站在一辆装在上面的手推车上的人。	一个人在给另一个人骑马。	0
三个骑自行车的人在城里停了下来。	骑自行车的人在城镇停留	1
一个穿着红色衬衫的男人正在看着另一个站在一辆装在上面的手推车上的人。	男人们在外面。	0
一个男孩正从一个像女人一样的喷泉里喝水。	一位雕塑家从一个喷泉里拿了一杯饮料，喷泉看起来像他的女朋友。	0
三个骑自行车的人在城里停了下来。	有一只非常生气的狗。	0
三个骑自行车的人在城里停了下来。	三个骑自行车的人时速100英里	0
三个骑自行车的人在城里停了下来。	汽车停在城里	0
三个骑自行车的人在城里停了下来。	骑自行车的人在城里。	1
三个骑自行车的人在城里停了下来。	三个骑自行车的人骑着一包自行车。	0
三个骑自行车的人在城里停了下来。	骑自行车的人正在减速	0
三个骑自行车的人在城里停了下来。	骑自行车的人喝水	0
三个骑自行车的人在城里停了下来。	一个城镇见证了三个骑自行车的人的到来。	1
三个骑自行车的人在城里停了下来。	骑自行车的人停下来加油	1
三个骑自行车的人在城里停了下来。	三个骑自行车的人在城里休息。	0
三个骑自行车的人在城里停了下来。	骑自行车的人在骑哈雷的。	0
两个人把刷子装在一辆卡车上的拖车上。	有几个人正在把刷子装在一辆挂在卡车上的拖车上。	1
两个人把刷子装在一辆卡车上的拖车上。	一个人正带着独木舟向水走去。	0
三个骑自行车的人在城里停了下来。	骑自行车的人没有停在城里。	0
三个骑自行车的人在城里停了下来。	一群骑自行车的人在街上。	1
三个骑自行车的人在城里停了下来。	五个骑自行车的人骑在路上。	0
一个留着胡须的男人，穿着灰色袖子的红色衬衫，戴着工作手套，拉着绳子。	那人正在工作，试图移动一些设备。	0
一个留着胡须的男人，穿着灰色袖子的红色衬衫，戴着工作手套，拉着绳子。	留胡子的人拉绳子	1
一个留着胡须的男人，穿着灰色袖子的红色衬衫，戴着工作手套，拉着绳子。	一名男子参加拉绳比赛	0
两个人把刷子装在一辆卡车上的拖车上。	两个人把刷子装在一辆挂在卡车上的拖车上，这样他们就可以去野营，把它烧了。	0
一个留着胡须的男人，穿着灰色袖子的红色衬衫，戴着工作手套，拉着绳子。	一个人拖着雪橇在他身后。	0
一个留着胡须的男人，穿着灰色袖子的红色衬衫，戴着工作手套，拉着绳子。	一个男人正试图把他的车从湖里拉出来。	0
一个留着胡须的男人，穿着灰色袖子的红色衬衫，戴着工作手套，拉着绳子。	一个男人拉着一根绳子。	1
一个留着胡须的男人，穿着灰色袖子的红色衬衫，戴着工作手套，拉着绳子。	一个人在拉绳子。	1
一个留着胡须的男人，穿着灰色袖子的红色衬衫，戴着工作手套，拉着绳子。	一个男人穿着一件黑色的衬衫	0
一位身穿蓝色上衣和绿色头巾的亚洲女性在背后划着一只船，笑容满面。	一位亚洲妇女在微笑，而另一位女士在划船。	1
一个留着胡须的男人，穿着灰色袖子的红色衬衫，戴着工作手套，拉着绳子。	一个留着胡子的人在工作时拉着一根绳子。	0
一个留着胡须的男人，穿着灰色袖子的红色衬衫，戴着工作手套，拉着绳子。	一个留着胡子的人拉着一根绳子。	1
一位身穿蓝色上衣和绿色头巾的亚洲女性在背后划着一只船，笑容满面。	一位亚洲妇女很高兴，因为她在地上找到了钱。	0
船工固定绳索的工人。	船工正在海里游泳。	0
一位戴着绿色头巾和蓝色衬衫的中年东方女子闪烁着巨大的微笑。	中年的东方妇女在观望。	0
一个留着胡须的男人，穿着灰色袖子的红色衬衫，戴着工作手套，拉着绳子。	一个男人扯下他的胡子	0
一个留着胡须的男人，穿着灰色袖子的红色衬衫，戴着工作手套，拉着绳子。	那人刮得光秃秃的。	0
一个留着胡须的男人，穿着灰色袖子的红色衬衫，戴着工作手套，拉着绳子。	这个人能长胡子。	1
一个留着胡须和红灰色衬衫的男人拉着一根绳子。	一个男人赤身裸体躺在床上。	0
船工固定绳索的工人。	一名工人正在对一艘船做些什么。	1
一位身穿蓝色上衣和绿色头巾的亚洲女性在背后划着一只船，笑容满面。	一位亚洲妇女正在躲避一只狗。	0
一个留着胡须和红灰色衬衫的男人拉着一根绳子。	男人有胡须。	1
一个留着胡须的男人，穿着灰色袖子的红色衬衫，戴着工作手套，拉着绳子。	一个留着胡子的人用牙齿拉着一辆车。	0
一个留着胡须的男人，穿着灰色袖子的红色衬衫，戴着工作手套，拉着绳子。	一个穿着泳衣的男人，在绳子上摆动。	0
一位戴着绿色头巾和蓝色衬衫的中年东方女子闪烁着巨大的微笑。	一位戴着绿色头巾和蓝色衬衫的中年东方妇女闪烁着巨大的微笑。	1
一个带着项链的小女孩正在游泳。	一个胖女孩正从悬崖边跳下去。	0
一位戴着绿色头巾和蓝色衬衫的中年东方女子闪烁着巨大的微笑。	中年的东方女人很快乐	0
一对似乎是印度人或巴基斯坦人的夫妇走在一条水边的小路上，母亲抱着一个穿着尿布的孩子，父亲裹着一条毯子，上面印有人道主义组织“拯救儿童”的标志。	一名男子裹在联合国儿童基金会的毯子里。	0
一个滑板运动员在游泳池里溜冰。	溜冰者在游泳池里游泳。	0
一个滑板运动员在游泳池里溜冰。	有个滑冰运动员在游泳池里。	1
一个滑板运动员在游泳池里溜冰。	一个溜冰者在游泳池的嘴唇上磨牙。	0
一个带着项链的小女孩正在游泳。	一个戴着项链的小女孩在水里	1
一个留着胡须和红灰色衬衫的男人拉着一根绳子。	一个男人穿着一件红灰色的衬衫。	0
船工固定绳索的工人。	乘船工人努力工作以建立这条线。	0
一对似乎是印度人或巴基斯坦人的夫妇走在一条水边的小路上，母亲抱着一个穿着尿布的孩子，父亲裹着一条毯子，上面印有人道主义组织“拯救儿童”的标志。	一对夫妇抱着一个孩子在水上散步。	1
有一个女人抱着一个孩子，还有一个男人拿着一个救生包。	一群人提出要加一句。	1
一个有了孩子的家庭，父亲正在戴着一个儿童救助标志。	图中有三个成年人。	0
一个外国家庭在水旁边的一条土路上散步。	他们正在骑自行车	0
有一个女人抱着一个孩子，还有一个男人拿着一个救生包。	一个人在看飞机。	0
有一个女人抱着一个孩子，还有一个男人拿着一个救生包。	一男一女抱着他们的儿子。	0
一个带着项链的小女孩正在游泳。	一个带着项链的小女孩正在游泳池里游泳。	0
一个有了孩子的家庭，父亲正在戴着一个儿童救助标志。	一个女人抱着一个孩子。	0
一个外国家庭在水旁边的一条土路上散步。	人们走在湖边。	0
一对似乎是印度人或巴基斯坦人的夫妇走在一条水边的小路上，母亲抱着一个穿着尿布的孩子，父亲裹着一条毯子，上面印有人道主义组织“拯救儿童”的标志。	一对印度夫妇正在一个人道主义组织寻求避难。	0
一个外国家庭在水旁边的一条土路上散步。	全家人都很欣赏水	1
一个外国家庭在水旁边的一条土路上散步。	一个外国家庭沿着一片水域经过一条污迹。	1
一个外国家庭在水旁边的一条土路上散步。	人们在高速公路上开车。	0
一个外国家庭在水旁边的一条土路上散步。	一群外国表亲沿着小溪旁的小径徒步旅行。	0
一个外国家庭在水旁边的一条土路上散步。	他们尽量不掉进水里。	0
一个外国家庭在水旁边的一条土路上散步。	一家外国人在水中游泳。	0
